@relation 'cjlt123.txt-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R1-79,81-100,103,107-124,126-127,129-220,222-223,225-270'

@attribute att_80 numeric
@attribute att_101 numeric
@attribute att_102 numeric
@attribute att_104 numeric
@attribute att_105 numeric
@attribute att_106 numeric
@attribute att_125 numeric
@attribute att_128 numeric
@attribute att_221 numeric
@attribute att_224 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}

@data
{0 0.628665,1 0.174281,2 -0.631879,3 -0.06649,4 -0.926497,5 -0.69031,6 -0.21331,7 -0.265762,8 -0.34541,9 -0.405471,10 14}
{0 0.740435,1 0.073935,2 -0.513388,3 -0.07524,4 -0.937461,5 -0.148347,6 -0.128767,7 -0.394187,8 -0.297288,9 -0.366514,10 14}
{0 0.646311,1 0.297926,2 -0.630641,3 0.068321,4 -0.924202,5 -1,6 -0.071555,7 -0.47283,8 -0.289707,9 -0.36213,10 14}
{0 0.805057,1 0.097368,2 -0.73483,3 -0.225759,4 -0.932407,5 -0.788032,6 -0.173595,7 -0.326279,8 -0.3366,9 -0.398529,10 14}
{0 -0.164312,1 0.814963,2 -0.919819,3 0.591028,4 -0.895449,5 -1,6 0.133946,7 -0.773772,8 -0.485337,9 -0.497447,10 15}
{0 -0.047468,1 0.75183,2 -0.928622,3 0.497223,4 -0.885682,5 -1,6 0.224642,7 -0.729794,8 -0.566497,9 -0.590093,10 15}
{0 0.001283,1 0.753898,2 -0.940142,3 0.49474,4 -0.893817,5 -1,6 0.272153,7 -0.868959,8 -0.578861,9 -0.608136,10 15}
{0 -0.000452,1 0.73331,2 -0.944335,3 0.463258,4 -0.922571,5 -1,6 0.297063,7 -0.77361,8 -0.612615,9 -0.644124,10 15}
{0 -0.01931,1 0.759477,2 -0.9269,3 0.508817,4 -0.914273,5 -1,6 -0.020267,7 -0.568235,8 -0.38553,9 -0.428094,10 15}
{0 -0.057311,1 0.774231,2 -0.899029,3 0.542615,4 -0.905215,5 -1,6 0.260169,7 -0.989431,8 -0.579387,9 -0.589034,10 15}
{0 -0.034315,1 0.758819,2 -0.925739,3 0.508518,4 -0.883282,5 -1,6 0.334849,7 -0.83048,8 -0.585283,9 -0.597885,10 15}
{0 -0.003639,1 0.76032,2 -0.952022,3 0.498356,4 -0.883817,5 -1,6 0.26585,7 -0.89746,8 -0.574906,9 -0.614906,10 15}
{0 0.011519,1 0.748454,2 -0.918972,3 0.496954,4 -0.889716,5 -1,6 0.315852,7 -0.915031,8 -0.59832,9 -0.607302,10 15}
{0 -0.000395,1 0.723545,2 -0.939576,3 0.451717,4 -0.888248,5 -1,6 0.315367,7 -0.702867,8 -0.616341,9 -0.632832,10 15}
{0 -0.061035,1 0.770625,2 -0.95883,3 0.509943,4 -0.890529,5 -1,6 0.153813,7 -0.725511,8 -0.537426,9 -0.571068,10 15}
{0 -0.093944,1 0.790319,2 -0.952708,3 0.541042,4 -0.879085,5 -1,6 0.158112,7 -0.777526,8 -0.516371,9 -0.555703,10 15}
{0 -0.162233,1 0.788304,2 -0.955789,3 0.536701,4 -0.905168,5 -1,6 0.109532,7 -0.573315,8 -0.472252,9 -0.506565,10 15}
{0 -0.024267,1 0.738366,2 -0.948795,3 0.468455,4 -0.885353,5 -1,6 0.421315,7 -0.818421,8 -0.653146,9 -0.679031,10 15}
{0 -0.065671,1 0.765484,2 -0.933141,3 0.514557,4 -0.884098,5 -1,6 0.24886,7 -0.656078,8 -0.511008,9 -0.52309,10 15}
{0 -0.066499,1 0.788893,2 -0.955998,3 0.537487,4 -0.880831,5 -1,6 0.130106,7 -0.699959,8 -0.452995,9 -0.495158,10 15}
{0 0.026231,1 0.746325,2 -0.952902,3 0.477884,4 -0.889855,5 -1,6 0.143827,7 -0.68836,8 -0.496101,9 -0.532792,10 15}
{0 0.041512,1 0.763195,2 -0.932668,3 0.511513,4 -0.884578,5 -1,6 0.223475,7 -0.881093,8 -0.495289,9 -0.527323,10 15}
{0 -0.191878,1 0.792174,2 -0.962035,3 0.539396,4 -0.907612,5 -1,6 -0.135105,7 -0.367195,8 -0.297628,9 -0.348976,10 15}
{0 0.003968,1 0.756751,2 -0.90782,3 0.513929,4 -0.885343,5 -1,6 0.135046,7 -0.682399,8 -0.452773,9 -0.467845,10 15}
{0 -0.00633,1 0.755067,2 -0.930591,3 0.500894,4 -0.891833,5 -1,6 0.291006,7 -0.883743,8 -0.584256,9 -0.606939,10 15}
{0 -0.1167,1 0.775651,2 -0.916833,3 0.536542,4 -0.886314,5 -1,6 0.231616,7 -0.591742,8 -0.483185,9 -0.47706,10 15}
{0 0.040357,1 0.71935,2 -0.925366,3 0.452601,4 -0.894702,5 -1,6 0.110803,7 -0.560874,8 -0.483938,9 -0.489551,10 15}
{0 0.045836,1 0.7419,2 -0.922806,3 0.485837,4 -0.893293,5 -1,6 0.151797,7 -0.717114,8 -0.477825,9 -0.508837,10 15}
{0 -0.030655,1 0.752033,2 -0.930365,3 0.496667,4 -0.897427,5 -1,6 0.208034,7 -0.646231,8 -0.5214,9 -0.523269,10 15}
{0 -0.001451,1 0.740071,2 -0.92703,3 0.481244,4 -0.890892,5 -1,6 0.160303,7 -0.620974,8 -0.492733,9 -0.511829,10 15}
{0 -0.319374,1 0.814991,2 -0.878482,3 0.609321,4 -0.895111,5 -1,6 -0.077141,7 -0.466089,8 -0.400949,9 -0.375812,10 16}
{0 -0.301598,1 0.842523,2 -0.917121,3 0.631448,4 -0.885286,5 -1,6 0.020441,7 -0.639661,8 -0.409199,9 -0.437517,10 16}
{0 -0.224703,1 0.822486,2 -0.925252,3 0.599361,4 -0.882847,5 -1,6 -0.050347,7 -0.539537,8 -0.35043,9 -0.383026,10 16}
{0 -0.250821,1 0.819489,2 -0.935227,3 0.590666,4 -0.882373,5 -1,6 -0.062813,7 -0.487964,8 -0.355215,9 -0.38525,10 16}
{0 -0.231086,1 0.759691,2 -0.925552,3 0.509819,4 -0.895062,5 -1,6 -0.235535,7 -0.219937,8 -0.273418,9 -0.295082,10 16}
{0 -0.231327,1 0.792388,2 -0.883382,3 0.57536,4 -0.887173,5 -0.894016,6 -0.114943,7 -0.429456,8 -0.338817,9 -0.355387,10 16}
{0 -0.184016,1 0.789321,2 -0.904949,3 0.561346,4 -0.8785,5 -1,6 -0.068516,7 -0.458841,8 -0.366632,9 -0.374162,10 16}
{0 -0.208519,1 0.730342,2 -0.883267,3 0.488216,4 -0.892769,5 -0.891607,6 -0.284278,7 -0.117921,8 -0.208221,9 -0.202382,10 16}
{0 -0.151444,1 0.787322,2 -0.881297,3 0.569156,4 -0.891439,5 -1,6 -0.095378,7 -0.453758,8 -0.328773,9 -0.321491,10 16}
{0 -0.251936,1 0.773013,2 -0.885476,3 0.547146,4 -0.888434,5 -1,6 -0.216259,7 -0.252287,8 -0.280246,9 -0.261894,10 16}
{0 -0.304339,1 0.807427,2 -0.848319,3 0.611966,4 -0.893205,5 -1,6 -0.138146,7 -0.377006,8 -0.337606,9 -0.276704,10 16}
{0 -0.187406,1 0.774845,2 -0.88702,3 0.549029,4 -0.88572,5 -1,6 -0.112389,7 -0.412167,8 -0.354931,9 -0.364901,10 16}
{0 -0.191076,1 0.750392,2 -0.907865,3 0.504923,4 -0.881338,5 -1,6 -0.16617,7 -0.29708,8 -0.325779,9 -0.357559,10 16}
{0 -0.215778,1 0.798405,2 -0.844384,3 0.601079,4 -0.899037,5 -1,6 -0.082852,7 -0.494128,8 -0.367966,9 -0.335006,10 16}
{0 -0.211312,1 0.809317,2 -0.925666,3 0.580418,4 -0.881724,5 -1,6 -0.038245,7 -0.567985,8 -0.41339,9 -0.439755,10 16}
{0 -0.275819,1 0.839071,2 -0.935229,3 0.618649,4 -0.878647,5 -1,6 0.011857,7 -0.649573,8 -0.422521,9 -0.455484,10 16}
{0 -0.236828,1 0.785342,2 -0.912919,3 0.552063,4 -0.892216,5 -1,6 -0.169231,7 -0.328684,8 -0.31647,9 -0.319017,10 16}
{0 -0.1865,1 0.745698,2 -0.927757,3 0.488907,4 -0.887368,5 -1,6 -0.238355,7 -0.234234,8 -0.294783,9 -0.321155,10 16}
{0 -0.31332,1 0.795084,2 -0.954218,3 0.54717,4 -0.891952,5 -1,6 -0.204051,7 -0.289744,8 -0.314256,9 -0.351679,10 16}
{0 -0.302279,1 0.79399,2 -0.926529,3 0.558175,4 -0.894328,5 -1,6 -0.173067,7 -0.327251,8 -0.353748,9 -0.356179,10 16}
{0 -0.270166,1 0.798105,2 -0.943265,3 0.556483,4 -0.88647,5 -1,6 -0.135682,7 -0.380233,8 -0.349749,9 -0.387435,10 16}
{0 -0.256485,1 0.7709,2 -0.915659,3 0.530311,4 -0.8973,5 -1,6 -0.180269,7 -0.327176,8 -0.377317,9 -0.385633,10 16}
{0 -0.246684,1 0.793007,2 -0.928348,3 0.555974,4 -0.883506,5 -1,6 -0.11776,7 -0.408607,8 -0.388092,9 -0.396187,10 16}
{0 -0.252488,1 0.764179,2 -0.877949,3 0.538161,4 -0.891901,5 -1,6 -0.211569,7 -0.205027,8 -0.279342,9 -0.229895,10 16}
{0 -0.168256,1 0.75931,2 -0.911423,3 0.515884,4 -0.881648,5 -1,6 -0.202883,7 -0.259321,8 -0.244403,9 -0.270973,10 16}
{0 0.257271,1 0.467252,2 -0.871608,3 0.130261,4 -0.911866,5 -1,6 -0.35507,7 -0.027935,8 -0.257348,9 -0.314141,10 17}
{0 0.221174,1 0.437975,2 -0.881402,3 0.0844,4 -0.912055,5 -0.890105,6 -0.414979,7 0.065565,8 -0.239724,9 -0.303967,10 17}
{0 0.273047,1 0.405673,2 -0.877697,3 0.042975,4 -0.914518,5 -1,6 -0.449499,7 0.127322,8 -0.149308,9 -0.214222,10 17}
{0 0.215793,1 0.451559,2 -0.878366,3 0.104775,4 -0.912126,5 -0.888042,6 -0.400626,7 0.046893,8 -0.238773,9 -0.303221,10 17}
{0 0.315152,1 0.438098,2 -0.913856,3 0.063839,4 -0.930208,5 -1,6 -0.374394,7 0.022502,8 -0.227071,9 -0.283127,10 17}
{0 0.116607,1 0.45203,2 -0.917368,3 0.081073,4 -0.911635,5 -1,6 -0.480256,7 0.186196,8 -0.17202,9 -0.243546,10 17}
{0 0.164238,1 0.455929,2 -0.894022,3 0.101024,4 -0.916036,5 -1,6 -0.457351,7 0.150268,8 -0.152911,9 -0.212821,10 17}
{0 0.016396,1 0.542981,2 -0.90588,3 0.214515,4 -0.900832,5 -1,6 -0.455884,7 0.129012,8 -0.124538,9 -0.205844,10 17}
{0 0.093239,1 0.46247,2 -0.902309,3 0.10493,4 -0.910284,5 -1,6 -0.478275,7 0.169092,8 -0.177127,9 -0.256741,10 17}
{0 0.063011,1 0.474524,2 -0.916992,3 0.112604,4 -0.904772,5 -1,6 -0.515456,7 0.229801,8 -0.097356,9 -0.17668,10 17}
{0 0.073769,1 0.466452,2 -0.89829,3 0.112883,4 -0.91262,5 -1,6 -0.516578,7 0.230917,8 -0.094007,9 -0.162782,10 17}
{0 0.125799,1 0.446589,2 -0.915578,3 0.074683,4 -0.905319,5 -1,6 -0.520988,7 0.243356,8 -0.087666,9 -0.149195,10 17}
{0 0.129426,1 0.403488,2 -0.892754,3 0.030172,4 -0.912484,5 -1,6 -0.543624,7 0.277645,8 -0.095363,9 -0.159271,10 17}
{0 0.230481,1 0.394097,2 -0.913584,3 0.003444,4 -0.914166,5 -1,6 -0.481053,7 0.170529,8 -0.19271,9 -0.262143,10 17}
{0 0.119974,1 0.463111,2 -0.899696,3 0.107452,4 -0.906027,5 -1,6 -0.504959,7 0.211769,8 -0.086854,9 -0.153087,10 17}
{0 0.090949,1 0.437751,2 -0.909083,3 0.066607,4 -0.901631,5 -0.909325,6 -0.539828,7 0.266841,8 -0.085087,9 -0.161278,10 17}
{0 0.167122,1 0.47254,2 -0.909146,3 0.114674,4 -0.903724,5 -0.901873,6 -0.465087,7 0.15359,8 -0.1242,9 -0.180796,10 17}
{0 0.116896,1 0.504616,2 -0.865701,3 0.184703,4 -0.902455,5 -1,6 -0.442428,7 0.113499,8 -0.12413,9 -0.176436,10 17}
{0 -0.012097,1 0.499142,2 -0.866463,3 0.176831,4 -0.895738,5 -0.911018,6 -0.510044,7 0.220278,8 -0.086338,9 -0.157542,10 17}
{0 0.115885,1 0.492612,2 -0.880238,3 0.159716,4 -0.911053,5 -1,6 -0.424687,7 0.080399,8 -0.207881,9 -0.273276,10 17}
{0 0.101315,1 0.417328,2 -0.866066,3 0.066235,4 -0.906058,5 -1,6 -0.534117,7 0.267582,8 -0.087564,9 -0.149275,10 17}
{0 0.082577,1 0.434083,2 -0.919525,3 0.054834,4 -0.900103,5 -0.912008,6 -0.555537,7 0.292596,8 -0.068102,9 -0.145294,10 17}
{0 0.044911,1 0.470078,2 -0.934687,3 0.095446,4 -0.901298,5 -1,6 -0.538497,7 0.259149,8 -0.09255,9 -0.175659,10 17}
{0 0.228114,1 0.397838,2 -0.912782,3 0.009155,4 -0.90919,5 -1,6 -0.492258,7 0.187446,8 -0.158785,9 -0.228434,10 17}
{0 0.204537,1 0.481075,2 -0.894056,3 0.135711,4 -0.886842,5 -1,6 -0.456761,7 0.116169,8 -0.08334,9 -0.158605,10 17}
{0 -0.264964,1 0.696603,2 -0.936149,3 0.415004,4 -0.896727,5 -1,6 -0.339727,7 0.00265,8 -0.161496,9 -0.249282,10 18}
{0 -0.007213,1 0.578273,2 -0.854432,3 0.291675,4 -0.904587,5 -0.887518,6 -0.337623,7 0.050283,8 -0.12552,9 -0.200727,10 18}
{0 -0.133227,1 0.662283,2 -0.885524,3 0.391853,4 -0.894473,5 -0.895864,6 -0.323687,7 -0.045212,8 -0.170425,9 -0.251726,10 18}
{0 -0.049776,1 0.610746,2 -0.865395,3 0.330601,4 -0.891517,5 -1,6 -0.340478,7 0.013634,8 -0.136807,9 -0.218131,10 18}
{0 -0.014382,1 0.540908,2 -0.865428,3 0.234468,4 -0.901486,5 -1,6 -0.416467,7 0.128034,8 -0.12125,9 -0.201372,10 18}
{0 -0.152668,1 0.637683,2 -0.889764,3 0.355347,4 -0.893825,5 -1,6 -0.364427,7 0.03486,8 -0.152572,9 -0.233732,10 18}
{0 -0.161522,1 0.607489,2 -0.877356,3 0.319827,4 -0.88651,5 -1,6 -0.431104,7 0.110993,8 -0.110553,9 -0.200593,10 18}
{0 -0.11406,1 0.602111,2 -0.862975,3 0.319927,4 -0.898459,5 -0.895864,6 -0.378749,7 0.033538,8 -0.191582,9 -0.27295,10 18}
{0 -0.048164,1 0.568591,2 -0.925421,3 0.239372,4 -0.904916,5 -1,6 -0.420329,7 0.121952,8 -0.169554,9 -0.235245,10 18}
{0 -0.078418,1 0.628642,2 -0.90401,3 0.335324,4 -0.891905,5 -1,6 -0.382388,7 0.04396,8 -0.112508,9 -0.192788,10 18}
{0 -0.057002,1 0.631509,2 -0.88276,3 0.350348,4 -0.894531,5 -0.898952,6 -0.279794,7 -0.058748,8 -0.211443,9 -0.284773,10 18}
{0 -0.033822,1 0.638974,2 -0.850525,3 0.377215,4 -0.886323,5 -1,6 -0.212855,7 -0.122557,8 -0.20826,9 -0.28863,10 18}
{0 -0.07662,1 0.586511,2 -0.856736,3 0.301848,4 -0.880866,5 -0.919984,6 -0.392497,7 0.084012,8 -0.122972,9 -0.199181,10 18}
{0 -0.106892,1 0.621672,2 -0.925242,3 0.314366,4 -0.88876,5 -0.90793,6 -0.403566,7 0.087165,8 -0.115445,9 -0.198085,10 18}
{0 -0.151526,1 0.612503,2 -0.932596,3 0.297472,4 -0.895274,5 -1,6 -0.452672,7 0.14167,8 -0.106323,9 -0.188711,10 18}
{0 0.001083,1 0.58881,2 -0.870303,3 0.297695,4 -0.897175,5 -1,6 -0.385443,7 0.039389,8 -0.121185,9 -0.196204,10 18}
{0 -0.078256,1 0.652095,2 -0.917857,3 0.361159,4 -0.889659,5 -1,6 -0.369075,7 0.022621,8 -0.097478,9 -0.170461,10 18}
{0 -0.135007,1 0.585644,2 -0.925258,3 0.263516,4 -0.893617,5 -1,6 -0.471632,7 0.207748,8 -0.051469,9 -0.134227,10 18}
{0 -0.184492,1 0.570558,2 -0.893892,3 0.259577,4 -0.905856,5 -1,6 -0.492475,7 0.213505,8 -0.090016,9 -0.175885,10 18}
{0 -0.240698,1 0.6221,2 -0.896898,3 0.329866,4 -0.896294,5 -0.897211,6 -0.452956,7 0.145763,8 -0.117805,9 -0.1938,10 18}
{0 -0.115399,1 0.555367,2 -0.941354,3 0.211722,4 -0.90573,5 -1,6 -0.49212,7 0.209669,8 -0.126057,9 -0.210944,10 18}
{0 -0.145058,1 0.598949,2 -0.910734,3 0.290115,4 -0.893198,5 -1,6 -0.444573,7 0.144661,8 -0.107875,9 -0.192727,10 18}
{0 -0.010292,1 0.602953,2 -0.885715,3 0.309084,4 -0.892909,5 -1,6 -0.341919,7 -0.007384,8 -0.174094,9 -0.251697,10 18}
{0 0.063547,1 0.597452,2 -0.893399,3 0.297315,4 -0.897129,5 -0.898523,6 -0.340778,7 -0.015644,8 -0.139229,9 -0.209159,10 18}
{0 0.016581,1 0.616781,2 -0.887695,3 0.327276,4 -0.893864,5 -1,6 -0.342312,7 -0.033497,8 -0.149646,9 -0.223322,10 18}
{0 -0.036429,1 0.745036,2 -0.916695,3 0.493144,4 -0.900992,5 -1,6 0.346013,7 -0.804914,8 -0.608677,9 -0.626279,10 19}
{0 0.014072,1 0.723783,2 -0.909693,3 0.466408,4 -0.896592,5 -1,6 0.441582,7 -0.796651,8 -0.617653,9 -0.631633,10 19}
{0 0.037811,1 0.720793,2 -0.907349,3 0.463315,4 -0.894303,5 -1,6 0.386109,7 -0.855555,8 -0.61215,9 -0.637664,10 19}
{0 -0.018293,1 0.75627,2 -0.944423,3 0.496098,4 -0.901967,5 -1,6 0.211661,7 -0.9109,8 -0.601175,9 -0.640858,10 19}
{0 0.009878,1 0.72297,2 -0.922508,3 0.459072,4 -0.907471,5 -1,6 0.295346,7 -0.913123,8 -0.678877,9 -0.700132,10 19}
{0 -0.016272,1 0.706428,2 -0.920064,3 0.4368,4 -0.909827,5 -1,6 0.37579,7 -0.841725,8 -0.74361,9 -0.756561,10 19}
{0 -0.129497,1 0.789477,2 -0.919209,3 0.555037,4 -0.90511,5 -1,6 0.344422,7 -0.916626,8 -0.588665,9 -0.611895,10 19}
{0 0.004623,1 0.727283,2 -0.910231,3 0.471079,4 -0.901352,5 -1,6 0.286391,7 -0.82176,8 -0.60524,9 -0.642367,10 19}
{0 -0.086572,1 0.773711,2 -0.947219,3 0.519751,4 -0.896815,5 -1,6 0.240578,7 -0.896761,8 -0.607588,9 -0.65034,10 19}
{0 -0.02045,1 0.738245,2 -0.945342,3 0.469917,4 -0.894777,5 -1,6 0.202805,7 -0.844498,8 -0.646301,9 -0.682496,10 19}
{0 -0.082567,1 0.76667,2 -0.924786,3 0.520081,4 -0.900763,5 -1,6 0.386079,7 -0.906589,8 -0.619046,9 -0.648675,10 19}
{0 -0.057536,1 0.728822,2 -0.930589,3 0.46351,4 -0.906865,5 -1,6 0.368559,7 -0.911643,8 -0.743503,9 -0.763248,10 19}
{0 -0.03136,1 0.743636,2 -0.92643,3 0.486557,4 -0.904539,5 -1,6 0.293287,7 -0.91644,8 -0.649455,9 -0.680128,10 19}
{0 0.071157,1 0.698126,2 -0.927191,3 0.421558,4 -0.906304,5 -1,6 0.378559,7 -0.932418,8 -0.698197,9 -0.724672,10 19}
{0 -0.027227,1 0.731769,2 -0.943078,3 0.461741,4 -0.900165,5 -1,6 0.362633,7 -0.91031,8 -0.703494,9 -0.734104,10 19}
{0 0.019141,1 0.729906,2 -0.934565,3 0.463153,4 -0.904942,5 -1,6 0.254598,7 -0.866907,8 -0.632052,9 -0.663625,10 19}
{0 -0.096873,1 0.755903,2 -0.934232,3 0.500342,4 -0.905495,5 -1,6 0.285932,7 -0.848721,8 -0.67056,9 -0.691012,10 19}
{0 -0.059036,1 0.755504,2 -0.948439,3 0.493129,4 -0.894675,5 -1,6 0.244746,7 -0.83442,8 -0.622045,9 -0.663371,10 19}
{0 -0.137583,1 0.782452,2 -0.928996,3 0.540625,4 -0.892719,5 -1,6 0.31615,7 -0.845911,8 -0.59902,9 -0.630588,10 19}
{0 -0.10001,1 0.765777,2 -0.934295,3 0.514419,4 -0.894054,5 -1,6 0.347746,7 -0.925077,8 -0.654269,9 -0.686519,10 19}
{0 0.061832,1 0.722093,2 -0.89489,3 0.471104,4 -0.895458,5 -1,6 0.294961,7 -0.750079,8 -0.516683,9 -0.543403,10 19}
{0 -0.019717,1 0.74377,2 -0.953528,3 0.473921,4 -0.893492,5 -1,6 0.198213,7 -0.813165,8 -0.612477,9 -0.65851,10 19}
{0 -0.061949,1 0.764924,2 -0.917115,3 0.521152,4 -0.900536,5 -1,6 0.237549,7 -0.779152,8 -0.553584,9 -0.572708,10 19}
{0 -0.026395,1 0.736727,2 -0.9379,3 0.471281,4 -0.904272,5 -1,6 0.287526,7 -0.926404,8 -0.687514,9 -0.715071,10 19}
{0 -0.036969,1 0.7588,2 -0.908883,3 0.516303,4 -0.896074,5 -1,6 0.311005,7 -0.87025,8 -0.562905,9 -0.597488,10 19}
{0 -0.492383,1 0.850542,2 -0.904746,3 0.648185,4 -0.886159,5 -1,6 -0.152325,7 -0.35677,8 -0.300585,9 -0.298268,10 20}
{0 -0.495484,1 0.801677,2 -0.891664,3 0.584549,4 -0.922776,5 -1,6 -0.124114,7 -0.408629,8 -0.560855,9 -0.510132,10 20}
{0 -0.230406,1 0.73651,2 -0.864824,3 0.505135,4 -0.931229,5 -1,6 -0.199173,7 -0.298768,8 -0.435294,9 -0.393103,10 20}
{0 -0.311471,1 0.779545,2 -0.938939,3 0.531912,4 -0.896153,5 -1,6 -0.174801,7 -0.337014,8 -0.408311,9 -0.436617,10 20}
{0 -0.17801,1 0.723268,2 -0.904376,3 0.467977,4 -0.930669,5 -1,6 -0.241701,7 -0.237338,8 -0.351188,9 -0.364983,10 20}
{0 -0.24609,1 0.767791,2 -0.941929,3 0.513739,4 -0.896511,5 -1,6 -0.21816,7 -0.27203,8 -0.311634,9 -0.357178,10 20}
{0 -0.235318,1 0.793907,2 -0.895103,3 0.572194,4 -0.901261,5 -1,6 -0.106188,7 -0.451447,8 -0.373516,9 -0.386102,10 20}
{0 -0.267363,1 0.80525,2 -0.931672,3 0.571913,4 -0.891001,5 -1,6 -0.163735,7 -0.347577,8 -0.276842,9 -0.315808,10 20}
{0 -0.343124,1 0.811541,2 -0.943754,3 0.575494,4 -0.883581,5 -1,6 -0.10353,7 -0.445015,8 -0.410557,9 -0.459463,10 20}
{0 -0.174025,1 0.757551,2 -0.907721,3 0.51485,4 -0.929687,5 -1,6 -0.125312,7 -0.422483,8 -0.440406,9 -0.444002,10 20}
{0 -0.265428,1 0.762044,2 -0.933247,3 0.509587,4 -0.892997,5 -1,6 -0.215182,7 -0.248796,8 -0.325906,9 -0.357032,10 20}
{0 -0.319928,1 0.763049,2 -0.927689,3 0.513592,4 -0.898392,5 -1,6 -0.223624,7 -0.250667,8 -0.376768,9 -0.393294,10 20}
{0 -0.268725,1 0.761838,2 -0.928724,3 0.511376,4 -0.901988,5 -1,6 -0.170757,7 -0.31106,8 -0.410894,9 -0.423778,10 20}
{0 -0.290735,1 0.769257,2 -0.930416,3 0.521181,4 -0.891261,5 -1,6 -0.164093,7 -0.289197,8 -0.361717,9 -0.395022,10 20}
{0 -0.382038,1 0.848298,2 -0.9412,3 0.629231,4 -0.887682,5 -1,6 -0.051576,7 -0.520302,8 -0.387458,9 -0.417938,10 20}
{0 -0.272983,1 0.800764,2 -0.924967,3 0.568531,4 -0.892271,5 -1,6 -0.094131,7 -0.458897,8 -0.409582,9 -0.433162,10 20}
{0 -0.038472,1 0.64685,2 -0.800698,3 0.412378,4 -0.931707,5 -1,6 -0.15515,7 -0.379683,8 -0.58744,9 -0.507912,10 20}
{0 -0.150653,1 0.737471,2 -0.890156,3 0.494956,4 -0.898901,5 -1,6 -0.192352,7 -0.311349,8 -0.347263,9 -0.359349,10 20}
{0 -0.145775,1 0.778916,2 -0.915894,3 0.541599,4 -0.888701,5 -1,6 0.00127,7 -0.615157,8 -0.485696,9 -0.509135,10 20}
{0 -0.082557,1 0.734464,2 -0.922741,3 0.475331,4 -0.885626,5 -1,6 -0.136776,7 -0.39728,8 -0.390285,9 -0.425952,10 20}
{0 -0.091333,1 0.759436,2 -0.910969,3 0.516169,4 -0.912035,5 -1,6 -0.054086,7 -0.525867,8 -0.435268,9 -0.45135,10 20}
{0 -0.171053,1 0.781696,2 -0.915654,3 0.545641,4 -0.893418,5 -1,6 -0.006704,7 -0.549671,8 -0.462401,9 -0.47504,10 20}
{0 -0.453215,1 0.829698,2 -0.901066,3 0.620222,4 -0.887807,5 -1,6 -0.174696,7 -0.326273,8 -0.307374,9 -0.312451,10 20}
{0 -0.159837,1 0.734268,2 -0.921788,3 0.475377,4 -0.920035,5 -1,6 -0.170945,7 -0.357848,8 -0.448199,9 -0.461272,10 20}
{0 -0.272146,1 0.804871,2 -0.937398,3 0.568814,4 -0.881364,5 -1,6 -0.110778,7 -0.447612,8 -0.382365,9 -0.421791,10 20}
{0 -0.067713,1 0.488478,2 -0.766585,3 0.219973,4 -0.909368,5 -1,6 -0.463167,7 0.208355,8 -0.094727,9 -0.152844,10 21}
{0 -0.107462,1 0.511703,2 -0.811342,3 0.225304,4 -0.910159,5 -1,6 -0.486878,7 0.227255,8 -0.086528,9 -0.149154,10 21}
{0 -0.04049,1 0.514292,2 -0.789749,3 0.24093,4 -0.900789,5 -1,6 -0.431114,7 0.143828,8 -0.130297,9 -0.190521,10 21}
{0 -0.118233,1 0.506692,2 -0.825955,3 0.21039,4 -0.902311,5 -1,6 -0.497544,7 0.25627,8 -0.073499,9 -0.138062,10 21}
{0 -0.078069,1 0.51418,2 -0.862662,3 0.199472,4 -0.907023,5 -0.890618,6 -0.463555,7 0.211962,8 -0.130935,9 -0.194725,10 21}
{0 -0.036708,1 0.577096,2 -0.865289,3 0.284251,4 -0.897177,5 -1,6 -0.396665,7 0.069404,8 -0.155206,9 -0.216824,10 21}
{0 -0.037322,1 0.431574,2 -0.774744,3 0.14153,4 -0.905928,5 -0.903065,6 -0.508612,7 0.262901,8 -0.10284,9 -0.173758,10 21}
{0 0.009365,1 0.496212,2 -0.798904,3 0.211832,4 -0.904255,5 -0.898094,6 -0.446535,7 0.154196,8 -0.121126,9 -0.178609,10 21}
{0 -0.047724,1 0.514399,2 -0.851573,3 0.206116,4 -0.908254,5 -1,6 -0.430146,7 0.148045,8 -0.203443,9 -0.256614,10 21}
{0 0.005353,1 0.50227,2 -0.782545,3 0.229035,4 -0.908511,5 -1,6 -0.450147,7 0.150732,8 -0.099316,9 -0.156132,10 21}
{0 -0.091037,1 0.439974,2 -0.792081,3 0.141918,4 -0.91284,5 -1,6 -0.530989,7 0.303303,8 -0.095345,9 -0.154851,10 21}
{0 0.034988,1 0.443384,2 -0.8504,3 0.110983,4 -0.912401,5 -1,6 -0.508206,7 0.248226,8 -0.118158,9 -0.178179,10 21}
{0 0.054718,1 0.42301,2 -0.915797,3 0.041845,4 -0.915889,5 -1,6 -0.535816,7 0.277607,8 -0.14107,9 -0.222532,10 21}
{0 -0.145514,1 0.473974,2 -0.880915,3 0.13385,4 -0.902674,5 -1,6 -0.563294,7 0.330991,8 -0.088298,9 -0.169838,10 21}
{0 -0.025414,1 0.414378,2 -0.84016,3 0.078691,4 -0.913977,5 -1,6 -0.563863,7 0.337462,8 -0.076814,9 -0.138912,10 21}
